audioPath,transcription,translation
AsantiTwiFm28-DTzXgkTt-Tmp124-NTa4tv.ogg,To so ma me,Add some more
AsantiTwiFm26-FBlZuKj9-Tmp124-JN8kF2.ogg,To so ma me,Add some more
AsantiTwiMa27-MAHhN6Iu-Tmp124-s84f9X.ogg,To so ma me,Add some more
AsantiTwiMa21-TCsNRM9E-Tmp124-5zPl4r.ogg,To so ma me,Add some more
AsantiTwiMa37-BTFet0MN-Tmp124-KGBBqH.ogg,To so ma me,Add some more
AsantiTwiMa24-OA08R3mD-Tmp124-c3NDeu.ogg,To so ma me,Add some more
AsantiTwiFm41-RBFjCzaF-Tmp124-CYmv3F.ogg,To so ma me,Add some more
AsantiTwiMa30-KAzP1nzL-Tmp124-JOMKp8.ogg,To so ma me,Add some more
AsantiTwiFm57-JA5ALLPK-Tmp124-UFIPuL.ogg,To so ma me,Add some more
AsantiTwiMa41-KSs7K7hm-Tmp124-BDHvsd.ogg,To so ma me,Add some more
AsantiTwiFm27-PTZJosmc-Tmp124-zEBVNz.ogg,To so ma me,Add some more
AsantiTwiMa21-CBQj2X88-Tmp124-37qVKV.ogg,To so ma me,Add some more
AsantiTwiMa25-FCmu4h6N-Tmp124-C6GLXl.ogg,To so ma me,Add some more
AsantiTwiFm25-BAf0DSip-Tmp124-j8GdLt.ogg,To so ma me,Add some more
AsantiTwiMa28-JDerKnm8-Tmp124-eixjSn.ogg,To so ma me,Add some more
AsantiTwiMa46-FOB05ywE-Tmp124-L7XsR0.ogg,To so ma me,Add some more
AsantiTwiMa24-EHg2eUsk-Tmp124-XyinpM.ogg,To so ma me,Add some more
AsantiTwiMa22-LKiVnqTG-Tmp124-ZIWDmV.ogg,To so ma me,Add some more
AsantiTwiFm21-MBi5I8oJ-Tmp124-CTOsDB.ogg,To so ma me,Add some more
AsantiTwiFm24-AOf7u9g1-Tmp124-N6tQAe.ogg,To so ma me,Add some more
AsantiTwiFm21-EBZ5Ttsf-Tmp124-hW5Lrs.ogg,To so ma me,Add some more
AsantiTwiFm21-TYJiY4vh-Tmp124-oHoHx4.ogg,To so ma me,Add some more
AsantiTwiMa27-CGxTk2ea-Tmp124-j0VsLW.ogg,To so ma me,Add some more
AsantiTwiMa25-EE7thPDe-Tmp124-loAOKD.ogg,To so ma me,Add some more
AsantiTwiFm60-MAcik3X5-Tmp124-JlHp5h.ogg,To so ma me,Add some more
AsantiTwiMa23-FAeFanIC-Tmp124-fgscG0.ogg,To so ma me,Add some more
AsantiTwiMa68-MA15UjRk-Tmp124-s54SJt.ogg,To so ma me,Add some more
AsantiTwiMa25-MAwukGTs-Tmp124-c6lS3i.ogg,To so ma me,Add some more
AsantiTwiFm21-DDK01oZN-Tmp124-eUXKFi.ogg,To so ma me,Add some more
AsantiTwiFm23-TTQ3uBup-Tmp124-pff5rm.ogg,To so ma me,Add some more
AsantiTwiFm24-kKkyDX8L-Tmp124-QN1yok.ogg,To so ma me,Add some more
AsantiTwiFm21-NNGyXt7Q-Tmp124-tv0ntW.ogg,To so ma me,Add some more
AsantiTwiFm25-PKxokOLV-Tmp124-90d2Gs.ogg,To so ma me,Add some more
AsantiTwiFm26-GYYkzA3Z-Tmp124-rCKhWH.ogg,To so ma me,Add some more
AsantiTwiMa24-RAiMqklz-Tmp124-U8xIjo.ogg,To so ma me,Add some more
AsantiTwiMa31-AAGZ3pF5-Tmp124-DKtJp5.ogg,To so ma me,Add some more
AsantiTwiMa19-AAkeawcj-Tmp124-19r92T.ogg,To so ma me,Add some more
AsantiTwiMa31-DAQPZNGY-Tmp124-WVBfND.ogg,To so ma me,Add some more
AsantiTwiMa23-ASNQhWxc-Tmp124-uoI2M9.ogg,To so ma me,Add some more
AsantiTwiMa24-CAchjZ3e-Tmp124-YR1b7U.ogg,To so ma me,Add some more
AsantiTwiMa26-VAKdie24-Tmp124-7w5d72.ogg,To so ma me,Add some more
AsantiTwiFm23-NAHtBqEp-Tmp124-RkFqGN.ogg,To so ma me,Add some more
AsantiTwiFm19-NTK4MVDw-Tmp124-LERuDF.ogg,To so ma me,Add some more
AsantiTwiFm25-RAv79nIc-Tmp124-yzSWht.ogg,To so ma me,Add some more
AsantiTwiMa28-KTXBFJUs-Tmp124-s614Rl.ogg,To so ma me,Add some more
AsantiTwiFm19-ANNwpn9J-Tmp124-s30Qjn.ogg,To so ma me,Add some more
AsantiTwiFm23-NAJmX7S1-Tmp124-jRuZLG.ogg,To so ma me,Add some more
AsantiTwiMa60-KA3aBJVx-Tmp124-iHPL06.ogg,To so ma me,Add some more
AsantiTwiFm34-FAccQpEp-Tmp124-1w3gdr.ogg,To so ma me,Add some more
AsantiTwiMa21-SOTmpWaJ-Tmp124-9HDIIW.ogg,To so ma me,Add some more
AsantiTwiFm23-GLmqxvGx-Tmp124-LLs02q.ogg,To so ma me,Add some more
AsantiTwiFm25-MK9pdDu5-Tmp124-j9l4WP.ogg,To so ma me,Add some more
AsantiTwiMa19-ENzuHlXS-Tmp124-JUZ6wv.ogg,To so ma me,Add some more
AsantiTwiFm29-EBa8yLZx-Tmp124-agvIQ6.ogg,To so ma me,Add some more
AsantiTwiFm20-EB4HGltd-Tmp124-ixN4YU.ogg,To so ma me,Add some more
AsantiTwiMa25-JAGgbuzf-Tmp124-YhVUs3.ogg,To so ma me,Add some more
AsantiTwiFm19-VKN82htT-Tmp124-u6yZ8l.ogg,To so ma me,Add some more
AsantiTwiFm23-MG86GRGn-Tmp124-lQGlKU.ogg,To so ma me,Add some more
AsantiTwiMa23-PAWhjS09-Tmp124-OULIVC.ogg,To so ma me,Add some more
AsantiTwiMa25-CCB9p7d5-Tmp124-IdQGAV.ogg,To so ma me,Add some more
AsantiTwiMa23-FKfl5IQ1-Tmp124-Ojs3pj.ogg,To so ma me,Add some more
AsantiTwiMa24-KQ4cIyoF-Tmp124-xl1r5x.ogg,To so ma me,Add some more
AsantiTwiMa27-DORRhZCZ-Tmp124-RblmPE.ogg,To so ma me,Add some more
AsantiTwiMa26-JAU7Mmun-Tmp124-U4QJj3.ogg,To so ma me,Add some more
AsantiTwiMa23-CAfnu8tk-Tmp124-DqNwOU.ogg,To so ma me,Add some more
AsantiTwiFm24-WA81zSHm-Tmp124-IxANSp.ogg,To so ma me,Add some more
AsantiTwiMa31-KNGZOvPL-Tmp124-5SdCdG.ogg,To so ma me,Add some more
AsantiTwiMa24-Fag8tXn5-Tmp124-lzHlHx.ogg,To so ma me,Add some more
AsantiTwiMa30-AG5XgguV-Tmp124-I5wNwl.ogg,To so ma me,Add some more
AsantiTwiFm21-SSeKyJuQ-Tmp124-OLp6rk.ogg,To so ma me,Add some more
AsantiTwiFm19-MBbk8ZN2-Tmp124-GWFMTQ.ogg,To so ma me,Add some more
AsantiTwiMa21-EAU8qhiw-Tmp124-wweMRR.ogg,To so ma me,Add some more
AsantiTwiMa30-DMlDyLuq-Tmp124-3v6qJB.ogg,To so ma me,Add some more
AsantiTwiMa19-JSVVb30H-Tmp124-Dr1Qtc.ogg,To so ma me,Add some more
AsantiTwiFm22-EA7u3Wcr-Tmp124-b92dWr.ogg,To so ma me,Add some more
AsantiTwiMa37-IA6hRddT-Tmp124-DJ8nyh.ogg,To so ma me,Add some more
AsantiTwiFm24-D wcPjE8-Tmp124-pQMfL8.ogg,To so ma me,Add some more
AsantiTwiFm23-MKBcLgYz-Tmp124-c5vQYN.ogg,To so ma me,Add some more
AsantiTwiMa26-EOnn5ccK-Tmp124-4JYD6g.ogg,To so ma me,Add some more
AsantiTwiMa29-EORdfqlz-Tmp124-CTq9qc.ogg,To so ma me,Add some more
AsantiTwiMa28-SCvHmuXd-Tmp124-95FooH.ogg,To so ma me,Add some more
AsantiTwiFm21-JD3ZPogA-Tmp124-mTghiL.ogg,To so ma me,Add some more
AsantiTwiFm28-JNiMCZr9-Tmp124-rfrrZw.ogg,To so ma me,Add some more
AsantiTwiMa21-JMOC1VFS-Tmp124-UluGWo.ogg,To so ma me,Add some more
AsantiTwiFm19-SHYw5y1R-Tmp124-RtjvMk.ogg,To so ma me,Add some more
AsantiTwiMa23-JAaBeNcN-Tmp124-GBKbmo.ogg,To so ma me,Add some more
AsantiTwiFm21-LBfV5sbD-Tmp124-uKZkHB.ogg,To so ma me,Add some more
AsantiTwiFm21-EEBdHO99-Tmp124-ULcCyd.ogg,To so ma me,Add some more
AsantiTwiFm28-RDNnAGim-Tmp124-stOfjG.ogg,To so ma me,Add some more
AsantiTwiFm24-PEhXSi7L-Tmp124-mlXbLk.ogg,To so ma me,Add some more
AsantiTwiFm47-ITzf6beh-Tmp124-dCiJe0.ogg,To so ma me,Add some more
AsantiTwiFm23-RAOPum1q-Tmp124-WWO93y.ogg,To so ma me,Add some more
AsantiTwiFm22-MAQYxgil-Tmp124-Rq2T4z.ogg,To so ma me,Add some more
AsantiTwiMa25-MTND7kVW-Tmp124-7Y8A3q.ogg,To so ma me,Add some more
AsantiTwiFm32-HAw1tWB0-Tmp124-R3GAqD.ogg,To so ma me,Add some more
AsantiTwiFm21-BOaE8gwt-Tmp124-cuqykW.ogg,To so ma me,Add some more
AsantiTwiMa24-MSDKIy1O-Tmp124-yNpBxE.ogg,To so ma me,Add some more
AsantiTwiMa27-PKrfEKgI-Tmp124-Xq7bbp.ogg,To so ma me,Add some more
AsantiTwiMa29-CALG9QuR-Tmp124-ohQ5Jn.ogg,To so ma me,Add some more
AsantiTwiMa23-EAP0rfDo-Tmp124-aai87l.ogg,To so ma me,Add some more
AsantiTwiMa28-HM7MwN94-Tmp124-9MgSN9.ogg,To so ma me,Add some more
AsantiTwiMa30-SOsZrWOW-Tmp124-FdUmTd.ogg,To so ma me,Add some more
AsantiTwiMa40-PAHO4JO8-Tmp124-ELKEJa.ogg,To so ma me,Add some more
AsantiTwiFm20-CTwUaRZ4-Tmp124-zx5BqV.ogg,To so ma me,Add some more
AsantiTwiMa20-SQF23O2h-Tmp124-5JuuDG.ogg,To so ma me,Add some more
AsantiTwiMa21-JTWbePTw-Tmp124-D90XvM.ogg,To so ma me,Add some more
AsantiTwiFm23-SD4Jsm81-Tmp124-O8UZgw.ogg,To so ma me,Add some more
AsantiTwiMa34-ETvLKwyE-Tmp124-omDYhS.ogg,To so ma me,Add some more
AsantiTwiFm22-AA59atVw-Tmp124-4QBKIK.ogg,To so ma me,Add some more
AsantiTwiFm22-PQ6RJqMf-Tmp124-IdUVMY.ogg,To so ma me,Add some more
AsantiTwiFm19-BSYPXxMY-Tmp124-Xny30h.ogg,To so ma me,Add some more
AsantiTwiMa47-EAykkVEL-Tmp124-bqJ5TZ.ogg,To so ma me,Add some more
AsantiTwiMa19-AFY6BB0m-Tmp124-eh2qdd.ogg,To so ma me,Add some more
AsantiTwiFm21-GOmeq57b-Tmp124-h0p4uS.ogg,To so ma me,Add some more
AsantiTwiFm53-NBpVZuRD-Tmp124-FPkyv9.ogg,To so ma me,Add some more
AsantiTwiFm22-HLxYhSBe-Tmp124-0dxuxd.ogg,To so ma me,Add some more
AsantiTwiMa22-GAyYbBw7-Tmp124-Trkq2I.ogg,To so ma me,Add some more
AsantiTwiFm18-NNYuf3Ef-Tmp124-hEjKds.ogg,To so ma me,Add some more
AsantiTwiMa23-DAelefa2-Tmp124-dNRBMN.ogg,To so ma me,Add some more
AsantiTwiFm23-AOUkiFh4-Tmp124-bT37NF.ogg,To so ma me,Add some more
AsantiTwiMa19-ENzuHlXS-Tmp124-Q5aHon.ogg,To so ma me,Add some more
AsantiTwiFm29-MDyfxXz4-Tmp124-67ei0a.ogg,To so ma me,Add some more
AsantiTwiMa25-SItRBDya-Tmp124-hGyCFv.ogg,To so ma me,Add some more
AsantiTwiFm19-MQCHgCCc-Tmp124-KitNpk.ogg,To so ma me,Add some more
AsantiTwiMa25-CCB9p7d5-Tmp124-tviYbl.ogg,To so ma me,Add some more
AsantiTwiMa28-EAOxJuL2-Tmp004-jchFji.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa29-EORdfqlz-Tmp004-O4uY2q.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm27-AHpAijro-Tmp004-DNfQhB.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa24-BBgtAlAA-Tmp004-HuFH1D.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa21-CBQj2X88-Tmp004-JGBnp0.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa25-JAGgbuzf-Tmp004-4I7ZHU.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa19-ENzuHlXS-Tmp004-Icrh4O.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa22-POZcqQ0M-Tmp004-DhMpMC.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm23-NAHtBqEp-Tmp004-uRS5E3.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm29-EBa8yLZx-Tmp004-KS6MSj.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm38-LAkAm1DN-Tmp004-lBgM29.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa21-SOTmpWaJ-Tmp004-HOjgqu.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa25-MAwukGTs-Tmp004-LJM45n.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm21-RYMO9Aal-Tmp004-fqnlou.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa29-oKqabEV0-Tmp004-2kb2AW.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa22-FADISLEw-Tmp004-eRJ5tc.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm19-MQCHgCCc-Tmp004-XQb6fH.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa25-SItRBDya-Tmp004-AEo1pN.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm23-MKBcLgYz-Tmp004-AASMpK.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-BFxQifZG-Tmp004-XKDY46.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm23-TTQ3uBup-Tmp004-I0ciD6.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa25-MK0aWumC-Tmp004-zNjhF8.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm24-FA5lyzBU-Tmp004-hvzUCr.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm19-NTK4MVDw-Tmp004-Q72mgd.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa24-OA08R3mD-Tmp004-rnqz3H.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa24-EHg2eUsk-Tmp004-zYwlrq.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa22-PA9otRge-Tmp004-6fA2EE.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm22-DSAHMdsw-Tmp004-3vrQ80.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa29-EAT0SSJL-Tmp004-VeKzfg.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm23-GLmqxvGx-Tmp004-I8EF1C.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-FKfl5IQ1-Tmp004-7dFyY1.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm27-YBbEOrzC-Tmp004-23r5Ks.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm21-NNGyXt7Q-Tmp004-eRyJKP.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa43-SA1nhEic-Tmp004-NRz3Ne.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-FAeFanIC-Tmp004-uMU9qF.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa40-PAHO4JO8-Tmp004-1bnJ0V.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm25-JAihjXkU-Tmp004-8shbyx.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa28-KTXBFJUs-Tmp004-b3HgOM.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa30-KAzP1nzL-Tmp004-ONYces.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa30-SKUDJnDU-Tmp004-kP4PqO.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa21-TCsNRM9E-Tmp004-HJ2n28.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa28-HM7MwN94-Tmp004-FveEq7.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm26-CAPRjwVE-Tmp004-0Sen5s.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm24-EDDji66v-Tmp004-S3HMuJ.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm23-FAXbTmoc-Tmp004-f4hFew.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa27-DORRhZCZ-Tmp004-QDFTFs.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-DAelefa2-Tmp004-fugMmw.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa27-CGxTk2ea-Tmp004-IkdQ0Y.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm18-NNYuf3Ef-Tmp004-csDWQJ.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-GAkWUqu3-Tmp004-CUB7DT.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa24-Fag8tXn5-Tmp004-a6YAu7.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa24-CAchjZ3e-Tmp004-0YYp9D.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm19-ANNwpn9J-Tmp004-MhJDUM.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm22-EA7u3Wcr-Tmp004-57Ra5b.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm21-PC8oEqhd-Tmp004-U1i9x6.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa30-DMlDyLuq-Tmp004-CJSJx5.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm22-EA5haDXk-Tmp004-u4cQD5.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa34-ETvLKwyE-Tmp004-UniUox.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm47-ITzf6beh-Tmp004-mWS94P.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa27-DAyVUBH2-Tmp004-n64Jj4.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm24-BDlTV6mS-Tmp004-BphdkI.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-BHeEL41Y-Tmp004-T8edD4.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-JAaBeNcN-Tmp004-CI32YH.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa68-MA15UjRk-Tmp004-dgyYZy.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa24-RAiMqklz-Tmp004-vFomL3.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa20-LAvMOclS-Tmp004-GA3vxh.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-JAUoU3hu-Tmp004-un8SCO.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa26-VAKdie24-Tmp004-mErqcI.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm23-MMuHe3cd-Tmp004-Ql5fzr.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-CEi7bPQ9-Tmp004-botGP8.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa22-GAqQEaiP-Tmp004-8eUiJM.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm28-DTzXgkTt-Tmp004-S4z5QD.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa46-FOB05ywE-Tmp004-vF2p2Q.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm21-EEBdHO99-Tmp004-SbLQH2.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa25-SArpovVY-Tmp004-6Suyvz.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm21-DDK01oZN-Tmp004-1F5PzZ.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa24-MA6C999f-Tmp004-E2mv2m.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa25-JART851s-Tmp004-OD7lis.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa29-CALG9QuR-Tmp004-Zbj2hE.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa19-EAqaJzoE-Tmp004-8N74xd.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa40-PAQ7Eoc7-Tmp004-Bw7ZaJ.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-SAeRdmwc-Tmp004-HWtZcR.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa25-JAFefgqX-Tmp004-1gAeGU.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa24-WOU1ZpdG-Tmp004-iBw0yX.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa19-SNAfmNbY-Tmp004-hSKAyT.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa60-KA3aBJVx-Tmp004-lYgxQI.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa26-JAU7Mmun-Tmp004-s0KNLI.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa25-MB3fRTpU-Tmp004-NsaPK7.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm27-AHpAijro-Tmp004-LtFjEQ.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa24-KQ4cIyoF-Tmp004-GDOGQy.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm26-FBlZuKj9-Tmp004-s1BIYo.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa26-ABLdg0RU-Tmp004-IjdErV.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa37-BTFet0MN-Tmp004-kmb3U0.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa24-MSDKIy1O-Tmp004-9TfVGv.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm24-AOf7u9g1-Tmp004-w03IJj.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa38-RAtJ0ACM-Tmp004-H5C6MC.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa20-PApjGMx4-Tmp004-Zxt6Nn.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm24-KMK6wnOP-Tmp004-90pJ4R.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-EAP0rfDo-Tmp004-jDcCyL.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa48-AMBhFmZW-Tmp004-AuTGln.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm28-JNiMCZr9-Tmp004-pof0ow.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm26-GYYkzA3Z-Tmp004-gVGqik.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-MA13mjb1-Tmp004-IkTDxr.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm26-EAmHJTut-Tmp004-Y3NeYA.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm25-PKxokOLV-Tmp004-2zAbgk.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm22-LANv6a1V-Tmp004-ey6zFK.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm21-JD3ZPogA-Tmp004-4XtBuW.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa19-AFY6BB0m-Tmp004-HHPG88.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa26-DDpKk1bI-Tmp004-5keFyz.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm24-WA81zSHm-Tmp004-1q0wIM.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm60-MSJ1Bd5N-Tmp004-zjklKS.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm29-MDyfxXz4-Tmp004-GTXpGM.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa22-EOFuLICo-Tmp004-f9P7yD.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm32-HAw1tWB0-Tmp004-rhAm8c.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa25-FCmu4h6N-Tmp004-XvlofK.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm22-EAMTRWvg-Tmp004-UqRY8t.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm22-HLxYhSBe-Tmp004-lbEkgc.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa22-eLxRrG7p-Tmp004-aB3yCG.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm21-BOaE8gwt-Tmp004-v3UI7H.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm21-TYJiY4vh-Tmp004-KyufAv.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm26-JAMkIGfe-Tmp004-hDUDpd.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm22-EAmgxBuU-Tmp004-em1lNo.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa27-BOewqZl5-Tmp004-9LJO9p.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm57-JA5ALLPK-Tmp004-8W8H6F.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa19-ENzuHlXS-Tmp004-SWNMfT.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa21-EAU8qhiw-Tmp004-DlHDGH.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm27-RAgZV9KQ-Tmp004-gMWxbM.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-AOHqG4Hk-Tmp004-1sUU5I.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm53-NBpVZuRD-Tmp004-jiVvrq.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm23-AOUkiFh4-Tmp004-t4ZYWI.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa26-EOnn5ccK-Tmp004-M6W6x1.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa24-YLPN6Hr0-Tmp004-Nl9jza.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa21-JTWbePTw-Tmp004-4awGGf.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa26-KOQdPViN-Tmp004-4g2XIl.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiMa23-CAfnu8tk-Tmp004-V5FqME.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm21-LBfV5sbD-Tmp004-hIvWzl.ogg,Okuu adubɔfoɔ,She killed adubofo
AsantiTwiFm21-DAeQWQLO-Tmp004-d7b74r.ogg,Okuu adubɔfoɔ,She killed adubofo
